"X1","X2","X3","X4","X5","X6","X7","X8","X9","Y","T"
-0.156776701541878,-0.212881051777196,0.387724111590715,0.229745178469862,0.751510936267895,-0.0735959642951102,0.0350359808044347,0.214616155862481,0.973326424952332,0.926985183394618,0
0.391660953616213,1.17545813133748,1.27001554908625,0.966736024271109,1.37397571651526,1.68531177865245,0.995578964996502,1.17107120290845,1.03590219121406,0.740231667872501,0
0.0688246014682585,-0.130025756938015,0.0327763879384158,-0.110897128483561,0.413747242454504,0.587084239469477,-0.261118958719059,-0.207974258824896,0.230642363954972,-0.0517600848204978,0
1.89348318930892,0.559422686394425,0.288117733727219,1.74302285710124,1.54496512496795,1.06746221766956,0.329792883218479,0.409311391706165,0.629894016483403,-1.08559129156823,1
-1.72635630486171,-2.87076425129774,-1.9830584090403,-1.04998941558476,-1.60307460468487,-1.99530670643746,-0.434425178970076,-0.897091448798429,-1.52716741678857,1.13003752836592,1
0.847403637829777,0.0938030705825556,0.0871367181036627,1.17090523978856,0.755097594571273,-0.416051393970534,1.450759460591,0.79061269365903,1.43977505170619,1.54442502451479,1
2.02150445122951,1.39988861074707,0.747359407116552,1.04628593963825,1.05057872665311,0.719801207411333,0.529690165799616,1.09883976086101,0.973002705521866,-0.591443192349441,1
0.335664076391345,-0.151693834538606,-0.0540902481454396,-0.695368120091387,-0.656346142065805,-0.389607057726432,-0.852610652382609,0.223891484488709,0.154012117839273,-0.0327170453776414,0
-2.16995367989709,-2.08078988324681,-1.62305888821806,-0.816176155845949,-1.75990461065124,-1.04565128524222,-0.687788924887982,-1.26366314703984,-1.69532150188624,0.429295421426637,1
-1.12107357884951,-0.0669269396545565,-0.864221456539825,-0.607275306984245,-0.00202732915800512,-1.05448952090966,-1.04984643483419,-0.673142573003891,-0.126561487411382,-0.134875733608241,0
0.34518083165335,0.374496193683532,2.48251416877125,2.16628620641331,1.43211692603045,1.20956418800253,0.729835305980031,1.26938205207697,-0.153301192471157,-0.634125179979583,0
